city,region,year,weekofyear,month,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,reanalysis_precip_amt_kg_per_m2,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,population_density,hospital_capacity_index,lag1_cases,lag2_cases,lag4_cases,outbreak_zone,total_cases
Lahore,Punjab_PK,2004,6,2,0.198272,0.327358,0.047865,0.070622,54.43,292.8199,292.5832,285.8832,295.65,289.52,72.7935,8.0749,6.1267,61.09,19.2848,5.105,22.0,16.65,47.54,0.894,0.535,6,4,3,0,3
Gampaha,Sri_Lanka,2020,35,9,0.130013,0.097029,0.109167,0.070902,20.95,297.877,297.8961,293.4634,302.02,293.77,88.1349,9.2522,8.2474,20.64,24.8832,8.0709,28.39,20.32,21.76,0.803,0.584,2,2,1,0,4
Gampaha,Sri_Lanka,2023,44,11,0.118721,0.222342,0.205581,0.248127,29.53,298.5849,298.8561,293.3883,301.77,295.94,78.3469,8.3576,5.8332,30.8,25.6577,5.9009,28.85,22.95,33.66,0.736,0.606,1,4,0,0,1
Islamabad,ICT_PK,2018,40,10,0.270277,0.153041,0.162687,0.101314,15.15,291.7314,292.1637,289.4064,295.98,288.35,70.4284,7.5157,7.624,15.18,18.5394,8.1063,22.79,14.69,17.3,0.675,0.641,6,6,0,0,3
Quetta,Balochistan_PK,1994,36,9,-0.044693,0.08369,-0.045982,0.024609,0.56,302.8671,302.9206,298.2875,311.76,294.08,37.0773,5.0,17.6844,0.56,29.1884,18.0,38.68,20.62,4.0,0.192,0.26,0,2,0,0,0
Colombo,Sri_Lanka,1999,30,8,0.215356,0.120873,0.16393,0.196272,56.24,298.5873,298.3965,290.8821,300.28,296.51,88.2074,10.2684,3.7737,59.62,25.3825,3.698,26.64,22.94,56.28,0.778,0.598,145,144,141,1,143
Karachi,Sindh_PK,2002,46,12,0.062028,0.035099,0.078607,0.08448,13.26,297.7316,297.6525,292.9142,301.59,293.71,68.8347,7.6377,7.8848,11.38,24.7878,8.5926,28.72,20.13,26.27,0.865,0.497,2,5,4,0,1
Colombo,Sri_Lanka,2001,51,12,-0.068948,0.063878,0.083191,0.070933,0.34,301.1509,300.6334,295.9073,302.67,298.6,78.3432,8.2694,4.0704,0.38,27.4105,4.1662,29.55,25.38,0.56,0.769,0.645,0,0,2,0,0
Lahore,Punjab_PK,2005,29,8,-0.004849,0.100766,0.093868,0.036092,7.88,293.1959,292.8952,286.5706,298.54,287.25,60.9664,6.419,11.2984,6.87,20.2013,10.5462,24.83,14.28,17.55,0.847,0.57,3,5,1,0,2
Quetta,Balochistan_PK,2008,43,11,0.034889,0.048846,0.037278,0.011019,0.02,297.4154,296.9039,291.2803,304.63,289.18,30.0,5.0,15.452,0.02,23.472,15.3637,31.72,16.36,0.0,0.227,0.257,1,2,6,0,0
Islamabad,ICT_PK,2016,39,10,0.159745,0.207568,0.408774,0.271012,44.21,300.6677,300.6229,298.3254,302.29,298.95,71.8564,8.143,3.34,48.4,28.0899,2.7387,28.54,25.81,32.88,0.68,0.692,0,0,0,0,0
Muzaffarabad,AJK_PK,2000,31,8,0.40304,0.309194,0.196981,0.431421,58.86,293.969,293.9432,286.9839,298.03,289.86,65.2337,7.1039,8.1712,65.59,20.4559,7.7581,24.38,16.63,53.16,0.392,0.361,5,5,10,0,2
Iquitos,Peru,1991,36,9,0.087367,0.130032,0.121814,0.146375,41.39,298.468,298.5726,292.031,301.71,295.44,73.1701,7.8364,6.2743,40.49,25.4035,5.7244,28.27,22.54,41.88,0.315,0.453,4,2,5,0,3
Kandy,Sri_Lanka,2006,33,9,0.262236,0.15914,0.183391,0.177532,37.95,298.0439,298.7717,292.8218,302.1,295.44,73.3193,7.7007,6.662,41.42,25.1608,6.7707,29.59,22.82,37.56,0.731,0.595,8,9,15,0,6
Ampara,Sri_Lanka,2014,4,1,0.08731,0.106244,0.113958,0.095054,2.7,303.4644,303.365,301.469,306.17,300.56,73.4489,8.3006,5.6002,2.37,30.6371,4.7717,32.04,27.26,0.0,0.765,0.606,0,1,0,0,0
Iquitos,Peru,2002,34,9,-0.058815,-0.039865,0.081857,0.043324,5.35,298.1464,298.3114,293.6161,300.6,296.02,78.1504,8.0023,4.583,4.69,25.6486,3.753,27.3,23.55,8.96,0.337,0.401,1,4,7,0,3
Colombo,Sri_Lanka,2022,17,5,0.136017,0.09272,-0.058422,0.026604,11.89,298.6735,298.5668,292.0439,301.61,295.52,73.9764,8.3866,6.0895,13.61,25.9525,6.4476,28.68,22.23,10.34,0.776,0.616,107,103,105,1,109
Ampara,Sri_Lanka,2003,15,4,0.139787,0.196228,0.158052,0.215287,33.82,303.4149,303.1201,299.9891,306.12,300.12,80.3316,8.7564,5.9985,35.68,29.1681,6.2109,33.41,27.2,32.36,0.793,0.62,8,8,8,0,8
Islamabad,ICT_PK,2016,48,12,0.167979,0.092142,0.056307,0.027736,3.42,294.2113,294.1639,289.4646,296.51,291.82,54.0105,6.1378,4.6857,3.18,20.3129,6.6802,24.74,18.06,0.0,0.736,0.646,0,2,7,0,0
Islamabad,ICT_PK,2021,41,11,0.284257,0.218716,0.186506,0.104334,43.27,298.819,298.653,295.0123,302.94,294.37,70.6587,7.5672,8.5735,39.47,26.1995,9.5454,30.31,20.77,45.17,0.705,0.641,0,2,0,0,0
Islamabad,ICT_PK,2004,32,8,0.198873,0.084991,0.123525,0.147222,30.76,300.138,300.1515,297.2123,302.64,297.66,78.1375,8.6925,4.9762,34.6,26.4603,4.8492,29.61,24.76,29.44,0.667,0.678,3,5,4,0,5
Lahore,Punjab_PK,2012,29,8,0.2762,0.073224,0.045668,0.011792,15.3,301.282,301.5754,295.0354,304.99,298.16,63.8145,6.5824,6.8255,17.45,29.1756,7.039,32.1,25.06,12.7,0.944,0.563,110,108,107,1,111
Karachi,Sindh_PK,2010,14,4,-0.067748,0.055408,-0.037376,0.037177,2.41,299.8355,300.0957,293.8164,304.6,295.59,78.6856,8.4094,9.0024,2.75,27.126,7.7976,30.71,22.91,7.45,0.852,0.485,6,5,7,0,4
Peshawar,KPK_PK,2009,21,6,0.004843,0.113431,0.029503,0.071856,4.84,298.946,299.1134,295.745,304.59,293.64,69.291,7.5378,10.9437,4.39,26.001,11.0614,31.57,20.51,0.0,0.696,0.425,3,3,1,0,2
Colombo,Sri_Lanka,2007,21,6,0.175331,0.278088,0.190683,0.059907,64.58,298.8212,299.2867,296.3422,300.99,297.58,74.9847,8.0449,3.414,56.98,25.7933,2.0,27.93,26.04,62.4,0.786,0.622,13,16,15,0,12
Galle,Sri_Lanka,2016,38,10,0.184434,0.134004,0.118905,0.125305,51.7,297.6856,297.7763,293.321,299.79,295.76,92.0776,10.2875,4.0282,47.06,24.1165,2.7773,25.94,23.16,55.0,0.73,0.589,5,2,4,0,6
San_Juan,Puerto_Rico,2008,46,12,0.148453,0.135639,0.214954,0.203697,51.18,299.6243,299.5462,293.3997,301.06,298.03,76.214,8.4949,3.037,44.17,25.388,3.3791,28.34,24.96,48.86,0.861,0.835,1,3,0,0,2
Gampaha,Sri_Lanka,2019,46,12,0.079381,0.255289,0.26814,0.247231,96.13,299.7497,300.1616,296.314,302.94,297.38,78.2232,8.1491,5.5563,82.7,27.2102,6.037,29.48,23.45,104.6,0.769,0.609,5,9,12,0,2
Galle,Sri_Lanka,2009,52,12,0.039236,0.098479,0.207214,0.091474,3.85,299.3102,299.4456,296.4289,301.24,297.65,74.1802,8.1219,3.5863,3.72,25.7989,3.6523,27.87,24.22,1.93,0.705,0.587,10,9,13,0,8
Galle,Sri_Lanka,2016,29,8,0.107749,0.287866,0.167698,0.201919,35.26,298.187,298.0238,292.6382,299.96,296.09,90.3923,9.8737,3.8656,35.66,25.2755,4.6308,27.45,22.82,38.17,0.778,0.577,6,5,8,0,6
Gampaha,Sri_Lanka,2023,5,2,0.486312,0.378633,0.472395,0.41655,103.46,296.8292,296.7613,290.2048,298.44,295.08,82.7458,8.5725,3.3654,106.81,24.0689,4.4852,26.08,21.59,105.23,0.782,0.635,5,8,4,0,8
Gampaha,Sri_Lanka,2019,2,1,0.147252,0.225284,0.191133,0.257181,68.63,300.3719,299.7438,295.9935,301.35,298.14,81.4306,8.8137,3.2125,71.84,26.4889,4.3974,29.07,24.67,65.06,0.751,0.627,3,2,0,0,1
Ampara,Sri_Lanka,2020,39,10,0.103017,-0.003541,0.051528,-0.001365,0.33,304.4876,305.0355,301.3674,307.55,302.52,78.6721,9.3678,5.0263,0.31,32.2293,6.6132,35.04,28.43,2.32,0.781,0.595,4,5,10,0,3
Ampara,Sri_Lanka,2000,51,12,0.044248,0.204283,0.040711,0.047872,3.08,299.038,298.8411,296.4214,303.37,294.31,67.9549,7.5391,9.0606,3.29,25.8999,9.6956,30.33,20.63,0.45,0.761,0.582,0,0,0,0,2
Islamabad,ICT_PK,2018,49,12,0.065522,0.134951,0.033374,0.233714,7.93,298.0029,297.7839,293.7237,302.83,292.74,89.693,9.7057,10.086,7.53,24.5825,9.8941,29.39,19.5,6.1,0.715,0.627,0,4,9,0,1
Galle,Sri_Lanka,1996,30,8,0.298184,0.404302,0.424167,0.48938,112.29,299.3669,299.5437,292.5782,302.18,296.9,77.2212,8.2994,5.2818,125.15,26.5695,5.1253,28.78,23.65,117.94,0.805,0.628,16,18,16,0,14
Iquitos,Peru,2001,8,2,-0.007033,0.081142,0.143176,0.177793,12.87,301.8511,301.7161,300.9418,302.18,301.26,83.2203,8.5355,1.0,11.73,28.5271,2.0,29.39,28.03,3.55,0.35,0.442,4,7,11,0,1
Quetta,Balochistan_PK,1995,9,3,0.025202,0.081129,-0.004,0.044332,10.17,299.1381,299.4633,295.0859,304.34,294.59,49.1792,5.1982,9.7473,8.72,26.1347,9.7137,31.57,21.85,9.9,0.18,0.269,0,0,0,0,0
Jaffna,Sri_Lanka,1999,26,7,0.184235,0.113448,0.174903,0.125431,30.75,300.7181,300.3054,293.9997,302.91,297.7,87.1285,9.6907,5.2066,31.79,28.3241,6.4734,30.32,23.85,30.32,0.731,0.62,7,9,11,0,4
Lahore,Punjab_PK,2012,18,5,0.09862,0.266353,0.092443,0.146211,24.21,294.2083,294.1926,291.0663,297.74,290.65,62.747,6.5861,7.0851,22.28,20.3023,7.8294,24.89,17.06,19.85,0.859,0.508,0,0,0,0,2
Ampara,Sri_Lanka,2003,31,8,0.150779,-0.069115,0.072046,0.063061,3.3,303.6812,303.7938,297.4638,306.73,300.86,70.5395,7.7281,5.8715,2.95,29.7462,6.5575,33.94,27.39,0.0,0.798,0.65,3,5,2,0,3
Galle,Sri_Lanka,2023,19,5,0.586135,0.597249,0.5173,0.496258,162.94,299.536,299.7066,295.7158,301.82,297.59,85.9489,9.7427,4.2266,169.4,26.069,4.0744,29.04,24.96,161.46,0.761,0.62,16,17,20,0,18
Karachi,Sindh_PK,2017,4,1,0.081873,0.023841,0.087392,0.118402,14.65,304.1836,303.6993,299.3859,306.03,301.37,71.9024,7.9571,4.6567,14.81,30.601,3.9809,32.25,28.27,24.05,0.836,0.474,3,5,11,0,0
Ampara,Sri_Lanka,2022,38,10,0.222144,0.124241,0.093114,0.226735,38.31,302.667,302.2592,295.3004,306.2,298.32,67.5617,7.3978,7.885,35.22,29.7192,9.1417,34.45,25.31,40.77,0.735,0.615,20,18,12,0,21
Ampara,Sri_Lanka,2020,16,4,0.234157,0.305678,0.27774,0.274619,61.53,302.2025,302.3619,297.1972,304.75,299.97,64.4192,7.2028,4.7823,60.77,28.843,4.388,31.38,26.99,64.05,0.726,0.566,2,6,3,0,3
Muzaffarabad,AJK_PK,2004,13,4,0.140338,0.129625,0.012626,0.23254,3.96,297.9001,297.5083,292.9667,300.05,294.97,75.2269,8.1209,5.0759,3.53,23.7178,5.6431,26.31,20.67,11.61,0.431,0.369,0,2,2,0,0
Islamabad,ICT_PK,2018,23,6,0.062002,0.060125,0.065059,0.15079,1.05,307.2217,306.896,302.0,311.77,302.02,63.1372,7.32,9.7497,1.04,33.8629,8.1163,38.09,29.97,0.0,0.691,0.645,7,8,4,0,4
Galle,Sri_Lanka,2009,28,7,0.355839,0.217208,0.260208,0.355043,70.72,298.4656,298.2969,290.1859,299.97,296.62,89.4394,9.7456,3.3512,72.63,24.6075,3.2507,26.97,23.72,69.67,0.752,0.591,74,71,73,1,77
Peshawar,KPK_PK,2013,5,2,0.166267,0.098634,0.164912,-0.022678,8.5,296.4168,296.2104,292.0402,300.3,292.12,43.8301,5.1037,8.1803,9.16,23.3064,8.0257,27.64,19.61,5.72,0.683,0.391,0,0,0,0,0
Iquitos,Peru,1991,30,8,0.105665,0.007974,0.181889,0.258369,28.13,298.9064,298.945,296.5266,300.66,297.23,88.733,9.5839,3.4337,31.3,25.8967,4.0786,27.85,23.77,27.29,0.322,0.462,9,11,17,0,9
Ampara,Sri_Lanka,2019,13,4,0.073991,0.14106,0.054281,0.145152,16.53,303.3006,303.2255,300.2504,306.39,300.06,75.52,8.5193,6.3271,17.85,31.1545,6.0705,33.4,27.33,21.06,0.734,0.622,7,9,14,0,6
Muzaffarabad,AJK_PK,2001,11,3,0.126164,0.208114,0.179723,0.184483,27.15,293.2861,293.2313,289.1677,298.35,288.11,69.1844,7.3647,10.2463,30.93,19.4475,9.4186,24.31,14.89,28.13,0.413,0.358,0,0,0,0,0
Kandy,Sri_Lanka,2022,40,10,0.358517,0.440319,0.442772,0.350836,75.47,294.8536,294.2906,289.2696,297.1,291.48,68.4639,7.9772,5.6281,74.11,20.8268,6.355,24.64,18.29,80.94,0.727,0.614,1,5,2,0,1
Peshawar,KPK_PK,2003,8,2,0.170061,0.174821,0.134195,0.176381,44.11,303.904,303.6702,298.8374,309.87,297.47,35.9955,5.0,12.4031,41.02,30.9131,12.9213,37.03,24.11,37.91,0.645,0.397,8,11,12,0,5
Karachi,Sindh_PK,2014,4,1,-0.019319,0.015879,0.041683,-0.057847,0.54,300.0748,299.8233,294.5405,304.6,295.04,55.2545,6.0268,9.5608,0.55,26.4491,10.1996,31.48,21.28,0.0,0.782,0.496,0,0,0,0,0
Iquitos,Peru,1997,52,12,-0.002277,-0.093814,0.017357,0.053881,6.59,298.1624,298.3665,295.3283,301.78,294.95,96.0891,10.6557,6.8319,6.53,25.3908,6.1855,28.15,21.96,7.24,0.375,0.473,7,4,7,0,10
Lahore,Punjab_PK,2001,19,5,0.163916,0.216952,0.20335,0.267167,46.57,290.2675,290.3169,285.9105,294.63,286.0,47.6136,5.0,8.6295,46.5,17.7911,8.0025,22.0,13.1,44.41,0.878,0.555,4,1,0,0,4
Islamabad,ICT_PK,1996,24,6,0.400661,0.466465,0.552331,0.454909,143.62,299.8049,299.6239,292.1613,303.33,295.92,70.5108,7.5198,7.4138,140.85,26.9526,6.8041,29.87,23.06,136.92,0.718,0.698,13,11,5,0,10
Quetta,Balochistan_PK,1995,31,8,0.077236,0.019235,0.045922,0.050831,16.77,304.7493,305.1255,298.9285,313.78,296.47,37.4735,5.0,17.3129,18.46,32.904,16.1415,40.83,24.69,17.88,0.221,0.243,2,1,0,0,0
Quetta,Balochistan_PK,1990,21,6,-0.012933,0.001589,0.015478,0.028974,0.07,301.629,301.5382,296.1231,304.26,298.82,34.3509,5.0,5.4351,0.07,29.1351,6.2843,31.68,25.39,2.32,0.168,0.29,2,3,2,0,0
Lahore,Punjab_PK,2011,35,9,0.203262,-0.033833,0.082265,0.143813,3.56,295.6449,295.6572,290.9577,300.04,291.27,65.882,6.7528,8.7722,3.83,22.839,8.9273,27.1,18.17,12.77,0.922,0.536,4,2,7,0,4
San_Juan,Puerto_Rico,2000,37,10,0.073828,0.010104,0.119694,-0.063818,17.04,299.4131,299.5747,296.535,301.58,297.57,79.9751,8.248,4.0178,18.34,26.3861,3.9251,28.98,25.06,22.8,0.805,0.796,12,12,10,0,9
San_Juan,Puerto_Rico,2011,13,4,0.123794,0.031483,-0.000618,0.068372,9.41,298.8913,299.073,296.6268,302.66,295.49,79.3608,8.6498,7.1649,10.58,25.5555,7.2281,29.88,22.65,9.95,0.826,0.816,4,5,1,0,4
Jaffna,Sri_Lanka,2007,46,12,0.324852,0.14503,0.336427,0.345526,65.05,303.4234,303.0655,295.6055,307.01,299.12,75.7498,8.7073,7.8811,59.83,30.2374,7.2526,33.19,25.94,61.79,0.73,0.591,0,0,0,0,2
Islamabad,ICT_PK,2002,41,11,0.082843,0.18769,0.04462,0.080364,8.01,296.5627,296.1525,291.0819,298.83,293.47,70.5202,7.5214,5.3602,7.34,22.7015,4.9561,25.2,20.24,10.49,0.686,0.651,0,1,3,0,0
Karachi,Sindh_PK,2020,40,10,0.048566,0.037284,0.061966,0.083628,7.99,297.4235,297.572,292.3727,301.82,293.32,63.6758,7.3984,8.4947,7.22,24.4895,8.3745,28.5,20.12,11.76,0.773,0.515,0,0,0,0,0
Peshawar,KPK_PK,2007,18,5,0.164,0.161634,0.137447,0.108313,31.57,292.9753,292.5581,288.6853,295.64,289.48,54.2028,6.0476,6.1599,30.44,19.386,5.1608,22.0,16.33,37.04,0.611,0.371,3,0,1,0,1
Islamabad,ICT_PK,2007,3,1,0.142599,0.067236,0.236986,0.126908,31.23,298.2879,298.0073,294.9123,300.05,295.96,66.7608,7.248,4.0917,29.12,25.1489,4.4069,27.23,22.83,31.4,0.725,0.618,0,0,2,0,2
Iquitos,Peru,1998,45,12,0.087502,0.141833,0.18578,0.07591,7.49,299.4222,299.5387,293.1809,301.2,297.88,75.7777,8.6849,3.3172,8.14,26.7223,4.0756,29.17,25.09,8.09,0.383,0.449,0,0,0,0,1
Gampaha,Sri_Lanka,1993,34,9,0.019107,-0.008408,-0.050779,0.022031,10.31,300.9875,300.9738,296.4845,303.34,298.6,78.7605,8.5949,4.7408,9.78,29.0884,5.1025,30.67,25.57,13.78,0.76,0.627,85,86,84,1,86
Gampaha,Sri_Lanka,2019,44,11,0.199511,0.142128,0.23598,0.060135,42.92,298.7819,298.8592,295.5596,301.05,296.67,84.1598,9.452,4.3832,45.54,25.3824,4.859,28.12,23.26,39.41,0.681,0.588,6,9,7,0,5
Quetta,Balochistan_PK,2008,34,9,-0.022437,0.050666,0.059302,-0.002609,0.41,308.0,308.0,302.0,315.67,300.87,51.7937,5.9876,14.8043,0.46,34.2172,15.3552,43.03,27.67,0.0,0.195,0.25,0,0,0,0,0
Muzaffarabad,AJK_PK,2018,25,7,0.220476,0.295678,0.106278,0.385192,32.08,297.3203,297.451,295.5727,302.43,292.47,84.8464,9.2002,9.9599,34.22,23.6397,9.0066,28.44,19.43,30.45,0.38,0.347,2,0,0,0,2
Galle,Sri_Lanka,1999,25,7,0.258326,0.361471,0.233187,0.209076,53.9,299.7308,300.0506,299.1706,303.15,296.95,82.5858,8.6538,6.1916,51.3,28.9384,6.6692,30.82,24.15,62.81,0.738,0.586,16,12,13,0,14
Iquitos,Peru,2005,32,8,0.061136,0.193511,0.004642,0.005685,16.56,300.1728,299.9179,294.7794,301.7,298.13,84.2477,9.1444,3.5708,16.36,26.388,2.6829,28.13,25.45,19.24,0.332,0.483,6,5,11,0,6
Karachi,Sindh_PK,1993,17,5,0.055663,0.058305,0.052029,0.00854,10.26,305.0394,305.36,300.435,309.55,301.17,60.0179,6.2662,8.374,10.73,33.0671,7.3711,35.79,28.42,17.99,0.836,0.501,9,11,16,0,8
San_Juan,Puerto_Rico,2003,16,4,-0.017857,0.085863,0.030085,0.11839,11.37,299.1435,299.1629,293.2522,301.94,296.39,87.4166,9.6707,5.5541,11.66,26.3923,5.9343,28.68,22.75,7.36,0.865,0.785,12,12,11,0,13
Quetta,Balochistan_PK,2008,43,11,0.06155,0.062416,0.041782,0.039575,20.72,298.2717,297.9873,292.8321,302.29,293.69,45.0425,5.0,8.6045,22.99,23.9998,8.7535,29.11,20.35,18.29,0.164,0.28,0,0,0,0,0
Karachi,Sindh_PK,2011,3,1,0.067059,0.05676,0.144029,0.119745,19.8,299.0171,299.6392,295.2048,302.93,296.35,58.2268,6.5838,6.5864,21.44,27.1029,6.9658,30.08,23.11,13.17,0.865,0.504,0,0,3,0,1
Ampara,Sri_Lanka,2000,27,7,0.067582,0.009569,0.177682,0.058736,3.63,300.4127,300.7307,294.0285,302.97,298.49,79.8504,8.8848,4.4723,3.55,27.7516,3.522,29.52,25.99,3.9,0.739,0.631,4,6,9,0,4
Colombo,Sri_Lanka,1996,25,7,-0.021489,0.183764,0.129351,0.178749,32.04,300.1285,300.1455,294.8097,302.9,297.39,75.3077,8.1443,5.51,30.32,27.0765,5.5611,29.39,23.82,23.1,0.763,0.564,17,13,9,0,16
Iquitos,Peru,2020,33,9,0.254171,0.347326,0.242007,0.351088,78.74,298.3032,298.2727,292.136,300.36,296.19,89.0927,9.1499,4.1686,73.61,24.405,4.2264,26.6,22.37,79.81,0.362,0.412,2,3,1,0,4
Peshawar,KPK_PK,2014,1,1,0.058519,0.098838,0.07145,0.041861,3.34,299.6939,299.677,294.575,304.54,294.81,33.0559,5.0,9.7248,3.49,25.6964,9.3152,31.16,21.85,1.01,0.704,0.418,2,4,9,0,0
Colombo,Sri_Lanka,2000,52,12,0.020892,0.175911,0.246,0.115016,31.26,300.0358,299.9794,295.4455,302.91,297.05,83.6635,9.1635,5.8563,31.84,26.6289,5.1691,29.49,24.32,30.46,0.705,0.604,2,0,3,0,4
Galle,Sri_Lanka,2013,41,11,-0.032379,0.061988,0.069452,-0.062398,22.59,298.5732,298.3054,294.2275,300.31,296.3,89.9502,9.8153,4.003,22.8,24.8532,4.5623,27.03,22.47,23.63,0.758,0.621,7,10,14,0,6
Islamabad,ICT_PK,2017,15,4,0.357708,0.305888,0.276853,0.295443,71.43,295.1749,295.4298,290.1915,300.24,290.62,70.6575,7.9297,9.6281,64.64,21.8057,9.167,26.79,17.63,69.5,0.73,0.658,45,46,49,1,44
Jaffna,Sri_Lanka,1996,23,6,0.072479,0.144976,0.044479,0.09716,1.73,298.8086,299.0736,293.115,302.39,295.76,69.966,7.9177,6.6281,1.69,25.8681,6.7113,28.83,22.11,3.08,0.779,0.607,5,6,12,0,5
Muzaffarabad,AJK_PK,1993,50,12,0.280252,0.297643,0.339333,0.404611,60.04,296.3012,296.5583,294.0912,300.75,292.37,55.4302,6.1078,8.3803,60.63,23.5378,8.3348,27.52,19.19,68.65,0.428,0.356,0,0,0,0,0
Galle,Sri_Lanka,2004,7,2,0.06749,0.084937,-0.017842,0.053833,24.08,299.3459,299.0821,295.4781,299.56,298.61,81.3676,8.9942,1.0,25.99,27.0791,2.0,26.42,25.53,23.7,0.78,0.577,5,1,5,0,6
San_Juan,Puerto_Rico,2009,6,2,0.403443,0.381599,0.19484,0.261305,82.04,297.8787,298.4034,294.1199,300.52,296.28,89.4344,9.4846,4.2419,92.7,25.2085,5.0964,27.63,22.54,79.51,0.833,0.806,8,5,3,0,7
Colombo,Sri_Lanka,2016,33,9,0.132204,0.11648,0.038744,-0.1,0.19,299.9508,300.0058,293.8661,302.28,297.73,85.026,9.4683,4.5432,0.18,26.0099,6.0437,30.2,24.15,0.83,0.774,0.582,3,3,8,0,6
Gampaha,Sri_Lanka,2011,48,12,0.285742,0.261517,0.307537,0.378972,70.47,299.7232,299.8511,296.1028,302.21,297.49,83.4518,9.5125,4.7192,75.12,26.0596,4.2658,28.85,24.58,81.71,0.768,0.566,12,13,12,0,15
Colombo,Sri_Lanka,2021,18,5,0.133907,-0.025051,0.102095,0.212899,20.03,298.7948,298.3236,294.6134,300.25,296.4,89.2975,9.7456,3.8446,22.69,24.4143,3.3372,26.36,23.03,23.95,0.767,0.625,12,9,8,0,13
Jaffna,Sri_Lanka,2022,16,4,0.004848,5e-06,0.046187,0.130726,2.11,303.2257,303.1992,298.0932,305.2,301.2,69.8782,8.0212,3.9996,1.91,30.5573,4.5122,31.62,27.11,8.33,0.787,0.639,3,0,3,0,5
Ampara,Sri_Lanka,2009,6,2,0.041972,0.082535,0.095705,0.133906,0.11,302.4663,302.5413,295.7709,303.94,301.15,72.4275,7.9006,2.7881,0.1,29.1196,2.6362,30.15,27.51,0.0,0.785,0.572,0,0,4,0,1
Jaffna,Sri_Lanka,1995,51,12,0.325483,0.221387,0.181403,0.267898,67.95,295.8571,295.9871,293.3909,299.15,292.83,76.4433,8.9214,6.3162,60.67,24.1784,7.2307,26.97,19.74,57.51,0.798,0.573,1,4,8,0,1
Quetta,Balochistan_PK,2002,49,12,-0.031881,0.010034,0.004269,-0.036047,1.04,301.1312,300.6963,297.2942,307.98,293.41,45.0536,5.0,14.5715,0.98,27.289,14.2964,34.52,20.22,0.0,0.214,0.25,0,0,0,0,0
Islamabad,ICT_PK,2015,26,7,0.047374,-0.000316,0.158602,0.151427,28.4,297.492,297.3461,291.8239,301.08,293.61,73.4219,8.1004,7.4745,26.06,24.3438,7.2729,27.66,20.39,32.83,0.695,0.651,5,8,2,0,7
Jaffna,Sri_Lanka,2014,26,7,0.187526,0.19708,0.20798,0.164902,43.11,297.8237,298.4186,295.0735,301.28,295.56,69.4397,7.7884,5.7218,47.83,26.1747,5.6423,28.4,22.75,42.68,0.822,0.563,5,5,5,0,6
Karachi,Sindh_PK,2016,8,2,0.092546,0.113577,0.089306,0.151863,29.44,303.6908,303.4299,299.0748,309.24,297.62,56.6704,5.8881,11.6267,31.95,30.1699,10.5257,35.07,24.54,38.37,0.874,0.478,4,1,0,0,2
Galle,Sri_Lanka,1996,51,12,0.210027,0.298272,0.159874,0.186377,66.03,297.3299,297.2012,294.4658,299.48,294.92,76.2447,8.2694,4.5657,66.88,24.1224,5.1855,25.95,20.76,59.27,0.77,0.6,2,4,2,0,3
Iquitos,Peru,2003,20,5,0.458105,0.348372,0.453915,0.363356,140.38,299.0528,299.1242,297.0459,302.08,296.16,78.0901,9.2163,5.9194,124.27,26.4234,6.2207,29.09,22.87,135.3,0.309,0.46,9,13,7,0,10
San_Juan,Puerto_Rico,1994,49,12,0.226097,0.28654,0.274177,0.28533,87.82,300.4556,300.4693,292.443,301.7,299.24,84.6941,9.2184,2.4515,77.47,27.6996,3.2041,28.7,25.5,85.28,0.899,0.794,5,4,0,0,3
Colombo,Sri_Lanka,2009,50,12,0.123892,-0.000196,0.018147,0.186815,32.01,299.008,298.7425,297.2786,300.64,296.84,84.6533,8.8423,3.8038,33.12,25.8345,4.6903,27.93,23.24,23.49,0.663,0.607,0,0,5,0,3
Quetta,Balochistan_PK,1998,24,6,-0.016677,-0.018355,0.029449,0.023635,0.39,301.9441,301.965,295.792,309.99,293.94,48.3962,5.7214,16.0546,0.37,28.4175,16.5455,36.84,20.29,6.17,0.254,0.276,0,0,0,0,0
Ampara,Sri_Lanka,2016,1,1,0.060516,0.125521,0.079667,0.054242,11.76,297.4153,296.7767,291.365,300.03,293.52,80.8344,9.094,6.5083,11.94,23.5218,7.4408,27.83,20.39,18.33,0.767,0.587,3,7,6,0,0
Jaffna,Sri_Lanka,1998,23,6,0.229261,0.17989,0.170419,0.176358,47.91,302.7458,302.5089,300.4772,305.9,299.11,82.5846,8.3628,6.7883,49.33,28.6704,6.4284,32.56,26.13,49.1,0.763,0.618,5,7,6,0,4
Karachi,Sindh_PK,2010,14,4,0.0949,0.079731,0.060783,0.093236,8.51,303.3883,302.8642,297.9047,306.98,298.75,66.8263,7.5864,8.2264,9.58,29.3403,7.8495,33.46,25.61,5.46,0.813,0.483,7,10,6,0,5
